,HYBAS_ID,wavelength_1e3,norm_power_1e3,wavelength_1e2,norm_power_1e2,wavelength_1e1,norm_power_1e1,wavelength_1e0,norm_power_1e0
0,3100132040,1333.3333333333333,11.166960912645214,133.33333333333334,18.17446480193531,23.999999999999996,618.5933673534229,4.444444444444445,382.9751136646455
1,3100221160,2400.0,4.914801386384976,133.33333333333334,58.24666809689004,34.285714285714285,340.4965811620558,4.444444444444445,15.01047267113932
2,3100419310,1333.3333333333333,2.6540182035718036,133.33333333333334,52.1541449769535,34.285714285714285,322.1208329542814,4.444444444444445,9.467055146230841
3,3100742170,1333.3333333333333,1.72362511579211,133.33333333333334,93.07323490570953,23.999999999999996,4502.8798486710275,4.444444444444445,4222.294845142664
4,8100435820,1333.3333333333333,7.593098654119275,133.33333333333334,39.13735796752531,23.999999999999996,152.66405845415304,4.444444444444445,131.72835742403151
5,3100331870,1333.3333333333333,5.599972175316269,133.33333333333334,27.685240374931514,34.285714285714285,413.8041349611367,3.428571428571429,51.58550953967656
6,3100869800,1333.3333333333333,1.9113548796733077,133.33333333333334,59.2284886065887,44.44444444444444,240.71833412183074,4.444444444444445,15.423237428286093
7,3100210460,1333.3333333333333,3.65491665901767,133.33333333333334,48.230319831888394,13.333333333333332,988.0525918125046,4.444444444444445,17880.286581760323
8,3100393690,1333.3333333333333,3.4119383984546285,133.33333333333334,34.669972743322276,23.999999999999996,149.1789705627421,3.428571428571429,242.91288834926775
9,3100798860,1333.3333333333333,3.4001213408540405,133.33333333333334,43.026420260595536,23.999999999999996,578.3841271864168,3.428571428571429,370.04427407000423
10,3100362320,1333.3333333333333,11.337231138254008,133.33333333333334,16.503282470155575,34.285714285714285,180.75412501383968,3.428571428571429,23.57705849393842
11,3100243960,1333.3333333333333,1.9384619930665874,133.33333333333334,174.27611752129474,23.999999999999996,2263.3697857655684,3.428571428571429,547.304849117504
12,3100286960,2400.0,2.99867790867936,133.33333333333334,120.46959991912775,54.54545454545455,410.3280180527947,4.444444444444445,12.812045020629716
13,8100273190,1333.3333333333333,34.54093943193939,646.1538461538461,62.717826383043345,23.999999999999996,135.61412025416084,4.444444444444445,95.65756656151669
14,3100012190,1333.3333333333333,6.117364189059708,240.0,66.18778062487463,23.999999999999996,280.5615893608119,4.444444444444445,278.9605877344842
15,8100272640,1333.3333333333333,3.516635320903247,133.33333333333334,27.720504931513734,23.999999999999996,132.62488082535617,4.444444444444445,299.7263654701043
